match_id	puuid	rank	pos	kills	assists	deaths	2_kills	3_kills	4_kills	5_kills	kill_spree	max_kill_spree	remake	pre_15_surr	game_surr	neutral_kills	minion_kills	team_id	win	time_played	game_make	game_start	game_end	prev_game_end	next_game_make	time_since_last	time_till_next	idx	streak_id
EUW1_5342677497	qZHgkSP20VlVqICoXMoFpVDfFk8NV54naBnTqgPEZN6GYVdn-Zjo_dVKWYX0gNVXNscT2EtrVnAieQ	SILVER_I	MIDDLE	4	5	6	0	0	0	0	1	3	False	False	False	12	175	100	False	1821	1624835375000	1624835434921	1624835436742	1624832840543.0	1624916005000.0	2534457.0	80568258.0	22	22
EUW1_5342672741	qZHgkSP20VlVqICoXMoFpVDfFk8NV54naBnTqgPEZN6GYVdn-Zjo_dVKWYX0gNVXNscT2EtrVnAieQ	SILVER_I	MIDDLE	6	5	3	1	0	0	0	2	3	False	False	False	30	137	100	True	1504	1624832756000	1624832839039	1624832840543	1624829739222.0	1624835375000.0	3016778.0	2534457.0	23	22
EUW1_5342645103	qZHgkSP20VlVqICoXMoFpVDfFk8NV54naBnTqgPEZN6GYVdn-Zjo_dVKWYX0gNVXNscT2EtrVnAieQ	SILVER_I	MIDDLE	13	4	7	2	1	1	0	2	7	False	False	True	48	282	200	True	2601	1624829701000	1624829736621	1624829739222	1624827859894.0	1624832756000.0	1841106.0	3016778.0	24	22
EUW1_5342510081	qZHgkSP20VlVqICoXMoFpVDfFk8NV54naBnTqgPEZN6GYVdn-Zjo_dVKWYX0gNVXNscT2EtrVnAieQ	SILVER_I	MIDDLE	0	2	7	0	0	0	0	0	0	False	False	True	0	122	200	False	1428	1624827790000	1624827858466	1624827859894	1624824749817.0	1624829701000.0	3040183.0	1841106.0	25	22
EUW1_5342462317	qZHgkSP20VlVqICoXMoFpVDfFk8NV54naBnTqgPEZN6GYVdn-Zjo_dVKWYX0gNVXNscT2EtrVnAieQ	SILVER_I	TOP	2	3	6	0	0	0	0	0	0	False	False	False	3	184	200	False	1763	1624824658000	1624824748054	1624824749817	1624777920796.0	1624827790000.0	46737204.0	3040183.0	26	22
EUW1_5410664579	zPB7xh8apygeIzz4iZSf2JjpywN3VFJ_JGCRSKYVuCAkls63g-Zq-BT_WFI-wPUV8QuO36casbc_sA	SILVER_I	BOTTOM	3	4	7	1	0	0	0	1	2	False	False	True	0	147	200	False	1437	1628774923000	1628774971746	1628774973183	1628773262310.0	1628842328000.0	1660690.0	67354817.0	1	2
EUW1_5410641916	zPB7xh8apygeIzz4iZSf2JjpywN3VFJ_JGCRSKYVuCAkls63g-Zq-BT_WFI-wPUV8QuO36casbc_sA	SILVER_I	BOTTOM	1	10	0	0	0	0	0	0	0	False	False	True	0	131	200	True	1301	1628773199000	1628773261009	1628773262310	1628770042331.0	1628774923000.0	3156669.0	1660690.0	2	2
EUW1_5410497322	zPB7xh8apygeIzz4iZSf2JjpywN3VFJ_JGCRSKYVuCAkls63g-Zq-BT_WFI-wPUV8QuO36casbc_sA	SILVER_I	JUNGLE	15	8	5	3	0	0	0	2	8	False	False	False	227	35	200	False	2282	1628769981000	1628770040049	1628770042331	1628767538855.0	1628773199000.0	2442145.0	3156669.0	3	2
EUW1_5410513511	zPB7xh8apygeIzz4iZSf2JjpywN3VFJ_JGCRSKYVuCAkls63g-Zq-BT_WFI-wPUV8QuO36casbc_sA	SILVER_I	JUNGLE	6	6	7	0	0	0	0	2	2	False	False	False	176	30	200	False	1996	1628767461000	1628767536859	1628767538855	1628764048563.0	1628769981000.0	3412437.0	2442145.0	4	2
EUW1_5410428795	zPB7xh8apygeIzz4iZSf2JjpywN3VFJ_JGCRSKYVuCAkls63g-Zq-BT_WFI-wPUV8QuO36casbc_sA	SILVER_I	JUNGLE	4	19	9	0	0	0	0	1	2	False	False	False	226	73	100	True	3048	1628764005000	1628764045515	1628764048563	1628761778455.0	1628767461000.0	2226545.0	3412437.0	5	2
EUW1_5410475590	zPB7xh8apygeIzz4iZSf2JjpywN3VFJ_JGCRSKYVuCAkls63g-Zq-BT_WFI-wPUV8QuO36casbc_sA	SILVER_I	JUNGLE	4	14	3	0	0	0	0	2	2	False	False	False	155	33	100	True	1753	1628761708000	1628761776702	1628761778455	1628758397440.0	1628764005000.0	3310560.0	2226545.0	6	2
EUW1_5410412509	zPB7xh8apygeIzz4iZSf2JjpywN3VFJ_JGCRSKYVuCAkls63g-Zq-BT_WFI-wPUV8QuO36casbc_sA	SILVER_I	JUNGLE	12	11	4	1	0	0	0	4	5	False	False	False	223	96	200	True	2534	1628758316000	1628758394906	1628758397440	1628695087329.0	1628761708000.0	63228671.0	3310560.0	7	2
EUW1_5409600819	zPB7xh8apygeIzz4iZSf2JjpywN3VFJ_JGCRSKYVuCAkls63g-Zq-BT_WFI-wPUV8QuO36casbc_sA	SILVER_I	JUNGLE	6	7	5	0	0	0	0	1	5	False	False	False	108	38	100	False	1661	1628695056000	1628695085668	1628695087329	1628692597286.0	1628758316000.0	2458714.0	63228671.0	8	4
EUW1_5409516114	zPB7xh8apygeIzz4iZSf2JjpywN3VFJ_JGCRSKYVuCAkls63g-Zq-BT_WFI-wPUV8QuO36casbc_sA	SILVER_I	JUNGLE	12	16	2	1	0	0	0	2	8	False	False	False	170	49	100	True	1973	1628692566000	1628692595313	1628692597286	1628690116853.0	1628695056000.0	2449147.0	2458714.0	9	4
EUW1_5409571192	zPB7xh8apygeIzz4iZSf2JjpywN3VFJ_JGCRSKYVuCAkls63g-Zq-BT_WFI-wPUV8QuO36casbc_sA	SILVER_I	JUNGLE	8	11	7	1	0	0	0	2	2	False	False	False	160	17	100	False	2012	1628690067000	1628690114841	1628690116853	1628683941465.0	1628692566000.0	6125535.0	2449147.0	10	4
EUW1_5409411239	zPB7xh8apygeIzz4iZSf2JjpywN3VFJ_JGCRSKYVuCAkls63g-Zq-BT_WFI-wPUV8QuO36casbc_sA	SILVER_I	JUNGLE	9	7	4	1	0	0	0	2	5	False	False	False	130	35	200	False	1628	1628683896000	1628683939837	1628683941465	1628681464191.0	1628690067000.0	2431809.0	6125535.0	11	6
EUW1_5409307578	zPB7xh8apygeIzz4iZSf2JjpywN3VFJ_JGCRSKYVuCAkls63g-Zq-BT_WFI-wPUV8QuO36casbc_sA	SILVER_I	JUNGLE	17	12	3	4	0	0	0	3	6	False	False	False	186	63	100	True	1962	1628681427000	1628681462229	1628681464191	1628679215503.0	1628683896000.0	2211497.0	2431809.0	12	6
EUW1_5409374521	zPB7xh8apygeIzz4iZSf2JjpywN3VFJ_JGCRSKYVuCAkls63g-Zq-BT_WFI-wPUV8QuO36casbc_sA	SILVER_I	JUNGLE	8	7	11	1	0	0	0	2	3	False	False	False	128	19	100	False	1795	1628679131000	1628679213708	1628679215503	1628615464223.0	1628681427000.0	63666777.0	2211497.0	13	6
EUW1_5408012643	zPB7xh8apygeIzz4iZSf2JjpywN3VFJ_JGCRSKYVuCAkls63g-Zq-BT_WFI-wPUV8QuO36casbc_sA	SILVER_I	JUNGLE	11	7	5	0	0	0	0	2	7	False	False	False	159	82	200	False	2230	1628615387000	1628615461993	1628615464223	1628612970995.0	1628679131000.0	2416005.0	63666777.0	14	8
EUW1_5407935743	zPB7xh8apygeIzz4iZSf2JjpywN3VFJ_JGCRSKYVuCAkls63g-Zq-BT_WFI-wPUV8QuO36casbc_sA	SILVER_I	JUNGLE	12	7	5	2	0	0	0	3	6	False	False	False	152	57	200	False	1974	1628612918000	1628612969021	1628612970995	1628610844924.0	1628615387000.0	2073076.0	2416005.0	15	8
EUW1_5407913113	zPB7xh8apygeIzz4iZSf2JjpywN3VFJ_JGCRSKYVuCAkls63g-Zq-BT_WFI-wPUV8QuO36casbc_sA	SILVER_I	JUNGLE	15	6	1	2	0	0	0	2	12	False	False	False	154	28	200	True	1519	1628610733000	1628610843405	1628610844924	1628608206524.0	1628612918000.0	2526476.0	2073076.0	16	8
EUW1_5407894836	zPB7xh8apygeIzz4iZSf2JjpywN3VFJ_JGCRSKYVuCAkls63g-Zq-BT_WFI-wPUV8QuO36casbc_sA	SILVER_I	JUNGLE	6	8	7	0	0	0	0	1	3	False	False	False	178	53	200	False	2059	1628608074000	1628608204465	1628608206524	1628606133781.0	1628610733000.0	1940219.0	2526476.0	17	8
EUW1_5407809864	zPB7xh8apygeIzz4iZSf2JjpywN3VFJ_JGCRSKYVuCAkls63g-Zq-BT_WFI-wPUV8QuO36casbc_sA	SILVER_I	JUNGLE	10	7	2	3	0	0	0	2	6	False	False	False	129	44	200	True	1573	1628606066000	1628606132208	1628606133781	1628593289858.0	1628608074000.0	12776142.0	1940219.0	18	8
EUW1_5407589378	zPB7xh8apygeIzz4iZSf2JjpywN3VFJ_JGCRSKYVuCAkls63g-Zq-BT_WFI-wPUV8QuO36casbc_sA	SILVER_I	JUNGLE	22	24	6	4	2	0	0	5	6	False	False	False	165	73	200	False	2482	1628593208000	1628593287376	1628593289858	1628591940912.0	1628606066000.0	1267088.0	12776142.0	19	10
EUW1_5407568079	zPB7xh8apygeIzz4iZSf2JjpywN3VFJ_JGCRSKYVuCAkls63g-Zq-BT_WFI-wPUV8QuO36casbc_sA	SILVER_I	JUNGLE	7	0	0	2	0	0	0	1	7	False	False	True	100	13	200	True	947	1628591851000	1628591939965	1628591940912	1628589599609.0	1628593208000.0	2251391.0	1267088.0	20	10
EUW1_5407574683	zPB7xh8apygeIzz4iZSf2JjpywN3VFJ_JGCRSKYVuCAkls63g-Zq-BT_WFI-wPUV8QuO36casbc_sA	SILVER_I	JUNGLE	16	17	2	3	2	0	0	3	8	False	False	True	176	28	200	True	1848	1628589528000	1628589597761	1628589599609	1628587058797.0	1628591851000.0	2469203.0	2251391.0	21	10
EUW1_5407591507	zPB7xh8apygeIzz4iZSf2JjpywN3VFJ_JGCRSKYVuCAkls63g-Zq-BT_WFI-wPUV8QuO36casbc_sA	SILVER_I	JUNGLE	4	5	5	0	0	0	0	1	2	False	False	False	189	50	100	False	2102	1628586891000	1628587056695	1628587058797	1628584445849.0	1628589528000.0	2445151.0	2469203.0	22	10
EUW1_5407508275	zPB7xh8apygeIzz4iZSf2JjpywN3VFJ_JGCRSKYVuCAkls63g-Zq-BT_WFI-wPUV8QuO36casbc_sA	SILVER_I	JUNGLE	11	9	3	1	0	0	0	1	8	False	False	False	191	16	100	True	1747	1628584399000	1628584444102	1628584445849	1628266087432.0	1628586891000.0	318311568.0	2445151.0	23	10
EUW1_5401759903	zPB7xh8apygeIzz4iZSf2JjpywN3VFJ_JGCRSKYVuCAkls63g-Zq-BT_WFI-wPUV8QuO36casbc_sA	SILVER_I	JUNGLE	5	6	4	1	0	0	0	1	5	False	False	False	140	27	200	False	1772	1628245238000	1628245349366	1628245351138	1628243370256.0	1628266011000.0	1867744.0	20659862.0	25	14
EUW1_5401747460	zPB7xh8apygeIzz4iZSf2JjpywN3VFJ_JGCRSKYVuCAkls63g-Zq-BT_WFI-wPUV8QuO36casbc_sA	SILVER_I	JUNGLE	9	13	2	2	0	0	0	1	7	False	False	False	155	25	100	True	1541	1628243293000	1628243368715	1628243370256	1628240574599.0	1628245238000.0	2718401.0	1867744.0	26	14
EUW1_5401744340	zPB7xh8apygeIzz4iZSf2JjpywN3VFJ_JGCRSKYVuCAkls63g-Zq-BT_WFI-wPUV8QuO36casbc_sA	SILVER_I	JUNGLE	8	4	5	1	0	0	0	2	4	False	False	False	136	24	100	False	1939	1628240491000	1628240572660	1628240574599	1628238100639.0	1628243293000.0	2390361.0	2718401.0	27	14
EUW1_5401780953	zPB7xh8apygeIzz4iZSf2JjpywN3VFJ_JGCRSKYVuCAkls63g-Zq-BT_WFI-wPUV8QuO36casbc_sA	SILVER_I	JUNGLE	8	13	6	1	0	0	0	2	4	False	False	False	144	24	200	False	1931	1628238010000	1628238098708	1628238100639	1628178105876.0	1628240491000.0	59904124.0	2390361.0	28	14
EUW1_5397317354	zPB7xh8apygeIzz4iZSf2JjpywN3VFJ_JGCRSKYVuCAkls63g-Zq-BT_WFI-wPUV8QuO36casbc_sA	SILVER_I	MIDDLE	11	13	6	2	0	0	0	3	4	False	False	False	16	185	200	True	1939	1627988893000	1627989004591	1627989006530	1627986525350.0	1627996232000.0	2367650.0	7225470.0	33	20
EUW1_5397343465	zPB7xh8apygeIzz4iZSf2JjpywN3VFJ_JGCRSKYVuCAkls63g-Zq-BT_WFI-wPUV8QuO36casbc_sA	SILVER_I	BOTTOM	6	10	9	1	0	0	0	2	2	False	False	False	0	156	200	False	1772	1627986451000	1627986523578	1627986525350	1627983409536.0	1627988893000.0	3041464.0	2367650.0	34	20
EUW1_5397280832	zPB7xh8apygeIzz4iZSf2JjpywN3VFJ_JGCRSKYVuCAkls63g-Zq-BT_WFI-wPUV8QuO36casbc_sA	SILVER_I	JUNGLE	12	5	4	3	1	0	0	2	8	False	False	False	207	31	100	False	2048	1627983275000	1627983407488	1627983409536	1627980891266.0	1627986451000.0	2383734.0	3041464.0	35	20
EUW1_5397227393	zPB7xh8apygeIzz4iZSf2JjpywN3VFJ_JGCRSKYVuCAkls63g-Zq-BT_WFI-wPUV8QuO36casbc_sA	SILVER_I	JUNGLE	4	9	6	0	0	0	0	1	3	False	False	False	118	31	200	False	1666	1627980804000	1627980889600	1627980891266	1627978957147.0	1627983275000.0	1846853.0	2383734.0	36	20
EUW1_5397235343	zPB7xh8apygeIzz4iZSf2JjpywN3VFJ_JGCRSKYVuCAkls63g-Zq-BT_WFI-wPUV8QuO36casbc_sA	SILVER_I	JUNGLE	7	5	1	0	0	0	0	1	6	False	False	True	124	27	200	True	1358	1627978882000	1627978955789	1627978957147	1627923008554.0	1627980804000.0	55873446.0	1846853.0	37	20
EUW1_5394293845	zPB7xh8apygeIzz4iZSf2JjpywN3VFJ_JGCRSKYVuCAkls63g-Zq-BT_WFI-wPUV8QuO36casbc_sA	SILVER_I	JUNGLE	2	1	4	0	0	0	0	1	2	False	False	True	50	4	100	False	1124	1627809457000	1627809558344	1627809559468	1627806176739.0	1627893248000.0	3280261.0	83688532.0	43	30
EUW1_5394270692	zPB7xh8apygeIzz4iZSf2JjpywN3VFJ_JGCRSKYVuCAkls63g-Zq-BT_WFI-wPUV8QuO36casbc_sA	SILVER_I	MIDDLE	9	10	8	1	0	0	0	2	5	False	False	True	20	178	100	True	2235	1627806077000	1627806174504	1627806176739	1627804299702.0	1627809457000.0	1777298.0	3280261.0	44	30
EUW1_5394169283	zPB7xh8apygeIzz4iZSf2JjpywN3VFJ_JGCRSKYVuCAkls63g-Zq-BT_WFI-wPUV8QuO36casbc_sA	SILVER_I	BOTTOM	0	2	3	0	0	0	0	0	0	False	False	False	4	137	200	False	1493	1627804233000	1627804298209	1627804299702	1627801951970.0	1627806077000.0	2281030.0	1777298.0	45	30
EUW1_5394119178	zPB7xh8apygeIzz4iZSf2JjpywN3VFJ_JGCRSKYVuCAkls63g-Zq-BT_WFI-wPUV8QuO36casbc_sA	SILVER_I	JUNGLE	6	8	8	0	0	0	0	1	4	False	False	False	106	17	200	True	1951	1627801853000	1627801950019	1627801951970	1627799704037.0	1627804233000.0	2148963.0	2281030.0	46	30
EUW1_5394156596	zPB7xh8apygeIzz4iZSf2JjpywN3VFJ_JGCRSKYVuCAkls63g-Zq-BT_WFI-wPUV8QuO36casbc_sA	SILVER_I	JUNGLE	4	5	10	0	0	0	0	0	0	False	False	False	99	44	200	False	1761	1627799535000	1627799702276	1627799704037	1627734633339.0	1627801853000.0	64901661.0	2148963.0	47	30
EUW1_5393044905	zPB7xh8apygeIzz4iZSf2JjpywN3VFJ_JGCRSKYVuCAkls63g-Zq-BT_WFI-wPUV8QuO36casbc_sA	SILVER_I	JUNGLE	3	3	3	0	0	0	0	1	2	False	False	True	102	9	100	True	1168	1627734598000	1627734632171	1627734633339	1627731807091.0	1627799535000.0	2790909.0	64901661.0	48	32
EUW1_5392859526	zPB7xh8apygeIzz4iZSf2JjpywN3VFJ_JGCRSKYVuCAkls63g-Zq-BT_WFI-wPUV8QuO36casbc_sA	SILVER_I	JUNGLE	13	6	3	1	0	0	0	3	6	False	False	True	162	59	100	True	1834	1627731753000	1627731805257	1627731807091	1627729761165.0	1627734598000.0	1991835.0	2790909.0	49	32
EUW1_5392827262	zPB7xh8apygeIzz4iZSf2JjpywN3VFJ_JGCRSKYVuCAkls63g-Zq-BT_WFI-wPUV8QuO36casbc_sA	SILVER_I	JUNGLE	6	6	2	1	0	0	0	1	4	False	False	False	145	21	200	True	1443	1627729708000	1627729759722	1627729761165	1627727834838.0	1627731753000.0	1873162.0	1991835.0	50	32
EUW1_5392853176	zPB7xh8apygeIzz4iZSf2JjpywN3VFJ_JGCRSKYVuCAkls63g-Zq-BT_WFI-wPUV8QuO36casbc_sA	SILVER_I	JUNGLE	4	9	2	1	0	0	0	1	2	False	False	False	176	19	200	True	1634	1627727769000	1627727833204	1627727834838	1627725921567.0	1627729708000.0	1847433.0	1873162.0	51	32
EUW1_5392709403	zPB7xh8apygeIzz4iZSf2JjpywN3VFJ_JGCRSKYVuCAkls63g-Zq-BT_WFI-wPUV8QuO36casbc_sA	SILVER_I	BOTTOM	4	7	1	0	0	0	0	1	4	False	False	False	12	180	100	True	1481	1627725851000	1627725920086	1627725921567	1627723626576.0	1627727769000.0	2224424.0	1847433.0	52	32
EUW1_5392716040	zPB7xh8apygeIzz4iZSf2JjpywN3VFJ_JGCRSKYVuCAkls63g-Zq-BT_WFI-wPUV8QuO36casbc_sA	SILVER_I	MIDDLE	8	11	0	0	0	0	0	1	8	False	False	False	8	134	100	True	1236	1627723532000	1627723625340	1627723626576	1627721351191.0	1627725851000.0	2180809.0	2224424.0	53	32
EUW1_5392644798	zPB7xh8apygeIzz4iZSf2JjpywN3VFJ_JGCRSKYVuCAkls63g-Zq-BT_WFI-wPUV8QuO36casbc_sA	SILVER_I	BOTTOM	9	7	6	0	0	0	0	2	4	False	False	False	12	177	200	True	1663	1627721294000	1627721349528	1627721351191	1627680439939.0	1627723532000.0	40854061.0	2180809.0	54	32
EUW1_5392156134	zPB7xh8apygeIzz4iZSf2JjpywN3VFJ_JGCRSKYVuCAkls63g-Zq-BT_WFI-wPUV8QuO36casbc_sA	SILVER_I	MIDDLE	2	5	9	0	0	0	0	0	0	False	False	False	0	126	100	False	1474	1627680194000	1627680438465	1627680439939	1627677835972.0	1627721294000.0	2358028.0	40854061.0	55	34
EUW1_5392138093	zPB7xh8apygeIzz4iZSf2JjpywN3VFJ_JGCRSKYVuCAkls63g-Zq-BT_WFI-wPUV8QuO36casbc_sA	SILVER_I	BOTTOM	3	7	3	0	0	0	0	1	2	False	False	False	8	203	100	True	1763	1627677719000	1627677834209	1627677835972	1627675536909.0	1627680194000.0	2182091.0	2358028.0	56	34
EUW1_5392122350	zPB7xh8apygeIzz4iZSf2JjpywN3VFJ_JGCRSKYVuCAkls63g-Zq-BT_WFI-wPUV8QuO36casbc_sA	SILVER_I	JUNGLE	9	9	4	0	0	0	0	3	4	False	False	False	176	37	200	True	1556	1627675480000	1627675535353	1627675536909	1627672630006.0	1627677719000.0	2849994.0	2182091.0	57	34
EUW1_5392045106	zPB7xh8apygeIzz4iZSf2JjpywN3VFJ_JGCRSKYVuCAkls63g-Zq-BT_WFI-wPUV8QuO36casbc_sA	SILVER_I	JUNGLE	8	8	10	0	0	0	0	1	6	False	False	False	195	51	200	False	2516	1627672582000	1627672627490	1627672630006	1627664918999.0	1627675480000.0	7663001.0	2849994.0	58	34
EUW1_5391789887	zPB7xh8apygeIzz4iZSf2JjpywN3VFJ_JGCRSKYVuCAkls63g-Zq-BT_WFI-wPUV8QuO36casbc_sA	SILVER_I	JUNGLE	12	15	5	0	0	0	0	2	8	False	False	False	152	49	100	False	2063	1627664882000	1627664916936	1627664918999	1627662764251.0	1627672582000.0	2117749.0	7663001.0	59	36
EUW1_5391756038	zPB7xh8apygeIzz4iZSf2JjpywN3VFJ_JGCRSKYVuCAkls63g-Zq-BT_WFI-wPUV8QuO36casbc_sA	SILVER_I	JUNGLE	6	9	1	0	0	0	0	2	4	False	False	False	108	27	100	True	1118	1627662733000	1627662763133	1627662764251	1627660579583.0	1627664882000.0	2153417.0	2117749.0	60	36
EUW1_5391739165	zPB7xh8apygeIzz4iZSf2JjpywN3VFJ_JGCRSKYVuCAkls63g-Zq-BT_WFI-wPUV8QuO36casbc_sA	SILVER_I	JUNGLE	5	15	5	0	0	0	0	0	0	False	False	False	166	26	100	True	1847	1627660357000	1627660577736	1627660579583	1627657572953.0	1627662733000.0	2784047.0	2153417.0	61	36
EUW1_5391743072	zPB7xh8apygeIzz4iZSf2JjpywN3VFJ_JGCRSKYVuCAkls63g-Zq-BT_WFI-wPUV8QuO36casbc_sA	SILVER_I	MIDDLE	2	8	10	0	0	0	0	0	0	False	False	False	12	224	200	False	2025	1627657520000	1627657570928	1627657572953	1627654759835.0	1627660357000.0	2760165.0	2784047.0	62	36
EUW1_5391558909	zPB7xh8apygeIzz4iZSf2JjpywN3VFJ_JGCRSKYVuCAkls63g-Zq-BT_WFI-wPUV8QuO36casbc_sA	SILVER_I	JUNGLE	5	9	8	1	0	0	0	2	2	False	False	False	134	26	100	False	1978	1627654725000	1627654757857	1627654759835	1627484670106.0	1627657520000.0	170054894.0	2760165.0	63	36
EUW1_5388764273	zPB7xh8apygeIzz4iZSf2JjpywN3VFJ_JGCRSKYVuCAkls63g-Zq-BT_WFI-wPUV8QuO36casbc_sA	SILVER_I	JUNGLE	6	7	7	0	0	0	0	1	3	False	False	False	120	30	200	False	1641	1627484618000	1627484668465	1627484670106	1627482343167.0	1627654725000.0	2274833.0	170054894.0	64	38
EUW1_5388600019	zPB7xh8apygeIzz4iZSf2JjpywN3VFJ_JGCRSKYVuCAkls63g-Zq-BT_WFI-wPUV8QuO36casbc_sA	SILVER_I	JUNGLE	10	4	4	0	0	0	0	2	7	False	False	False	165	56	100	False	2040	1627482312000	1627482341127	1627482343167	1627479852244.0	1627484618000.0	2459756.0	2274833.0	65	38
EUW1_5388654259	zPB7xh8apygeIzz4iZSf2JjpywN3VFJ_JGCRSKYVuCAkls63g-Zq-BT_WFI-wPUV8QuO36casbc_sA	SILVER_I	JUNGLE	9	4	3	1	0	0	0	2	6	False	False	False	179	30	200	True	1511	1627479817000	1627479850733	1627479852244	1627474431857.0	1627482312000.0	5385143.0	2459756.0	66	38
EUW1_5388582817	zPB7xh8apygeIzz4iZSf2JjpywN3VFJ_JGCRSKYVuCAkls63g-Zq-BT_WFI-wPUV8QuO36casbc_sA	SILVER_I	JUNGLE	16	13	7	2	1	0	0	5	5	False	False	False	128	52	100	True	1987	1627474339000	1627474429870	1627474431857	1627471730853.0	1627479817000.0	2608147.0	5385143.0	67	40
EUW1_5388449861	zPB7xh8apygeIzz4iZSf2JjpywN3VFJ_JGCRSKYVuCAkls63g-Zq-BT_WFI-wPUV8QuO36casbc_sA	SILVER_I	JUNGLE	10	5	4	0	0	0	0	3	3	False	False	False	245	44	200	True	2130	1627471583000	1627471728723	1627471730853	1627469044549.0	1627474339000.0	2538451.0	2608147.0	68	40
EUW1_5388396573	zPB7xh8apygeIzz4iZSf2JjpywN3VFJ_JGCRSKYVuCAkls63g-Zq-BT_WFI-wPUV8QuO36casbc_sA	SILVER_I	JUNGLE	8	14	11	1	0	0	0	1	4	False	False	False	163	29	200	True	2209	1627468965000	1627469042340	1627469044549	1627466471598.0	1627471583000.0	2493402.0	2538451.0	69	40
EUW1_5388432508	zPB7xh8apygeIzz4iZSf2JjpywN3VFJ_JGCRSKYVuCAkls63g-Zq-BT_WFI-wPUV8QuO36casbc_sA	SILVER_I	JUNGLE	5	6	5	0	0	0	0	2	3	False	False	False	199	23	200	True	2228	1627466396000	1627466469370	1627466471598	1627421164375.0	1627468965000.0	45231625.0	2493402.0	70	40
